,title,detokenized_title
236,"['jiu', 'jitsu', 'techniques', '(', 'en', 'español', ')', '-', 'side', 'control', 'escape', '/', 'defense']",jiu jitsu techniques ( en español ) - side control escape / defense
237,"['jiu', 'jitsu', 'techniques', '-', 'escape', 'mount', 'deep', 'half', 'guard', '(', 'en', 'español', ')']",jiu jitsu techniques - escape mount deep half guard ( en español )
238,"['jiu', 'jitsu', 'techniques', '-', 'escape', 'mount', 'deep', 'half', 'guard']",jiu jitsu techniques - escape mount deep half guard
239,"['jiu', 'jitsu', 'techniques', '-', 'omoplata', 'four', '+', 'transition', 'armbar/triangle']",jiu jitsu techniques - omoplata four + transition armbar/triangle
240,"['jiu', 'jitsu', 'techniques', '-', 'armbar', '/', 'lapel', 'choke', 'close', 'guard']",jiu jitsu techniques - armbar / lapel choke close guard
241,"['jiu', 'jitsu', 'techniques', '-', 'side', 'control', 'smash', 'armbar']",jiu jitsu techniques - side control smash armbar
242,"['jiu', 'jitsu', 'techniques', '-', '2', 'loop', 'choke', 'variations', '/', 'turtle', 'guard', 'attack']",jiu jitsu techniques - 2 loop choke variations / turtle guard attack
243,"['jiu', 'jitsu', 'techniques', '-', 'attack', 'spider', 'guard', '/', 'foot', 'hips']",jiu jitsu techniques - attack spider guard / foot hips
244,"['jiu', 'jitsu', 'techniques', '-', 'clock', 'choke', 'side', 'control']",jiu jitsu techniques - clock choke side control
245,"['jiu', 'jitsu', 'techniques', '-', 'submissions', 'side', 'control', '(', 'wrist', 'lock', '+', 'lapel', 'choke', ')']",jiu jitsu techniques - submissions side control ( wrist lock + lapel choke )
246,"['jiu', 'jitsu', 'techniques', '-', 'reverse', 'half', 'guard', 'sweep']",jiu jitsu techniques - reverse half guard sweep
247,"['jiu', 'jitsu', 'techniques', '-', 'berimbolo', '/', 'de', 'la', 'riva', 'pass']",jiu jitsu techniques - berimbolo / de la riva pass
248,"['jiu', 'jitsu', 'techniques', '-', 'reverse', 'de', 'la', 'riva', 'sweep', '+', 'take', 'back', '50/50', 'guard']",jiu jitsu techniques - reverse de la riva sweep + take back 50/50 guard
249,"['jiu', 'jitsu', 'techniques', '-', 'tornado', 'sweep', 'side', 'control']",jiu jitsu techniques - tornado sweep side control
250,"['jiu', 'jitsu', 'techniques', '-', 'attack', 'back', 'lapel', 'choke', 'armbar', 'option']",jiu jitsu techniques - attack back lapel choke armbar option
251,"['jiu', 'jitsu', 'techniques', '-', 'de', 'la', 'riva', 'pass', 'mount', 'triangle']",jiu jitsu techniques - de la riva pass mount triangle
252,"['jiu', 'jitsu', 'techniques', '-', 'armbar', 'inside', 'guard']",jiu jitsu techniques - armbar inside guard
253,"['jiu', 'jitsu', 'techniques', '-', 'armbar', '/', 'sweep', 'inside', 'guard']",jiu jitsu techniques - armbar / sweep inside guard
254,"['jiu', 'jitsu', 'techniques', '-', 'triangle', 'set', 'use', 'lapel']",jiu jitsu techniques - triangle set use lapel
255,"['jiu', 'jitsu', 'techniques', '-', 'turtle', 'guard', 'attack', '-', 'lapel', 'choke']",jiu jitsu techniques - turtle guard attack - lapel choke
256,"['jiu', 'jitsu', 'techniques', '-', 'leg', 'drag', 'guard', 'pass', '/', 'foot', 'lock']",jiu jitsu techniques - leg drag guard pass / foot lock
257,"['jiu', 'jitsu', 'techniques', '-', 'lapel', 'choke', 'de', 'la', 'riva', 'guard', 'pass']",jiu jitsu techniques - lapel choke de la riva guard pass
258,"['jiu', 'jitsu', 'techniques', '-', 'guard', 'pass', '/', 'submissions', 'side', 'control', '-', 'armbar', ',', 'triangle', ',', 'lapel', 'choke']","jiu jitsu techniques - guard pass / submissions side control - armbar , triangle , lapel choke"
259,"['jiu', 'jitsu', 'techniques', '-', 'reverse', 'cross', 'choke', 'turtle', 'guard', 'attack']",jiu jitsu techniques - reverse cross choke turtle guard attack
260,"['jiu', 'jitsu', 'techniques', '-', 'choke', 'back', 'arm', 'immobilization']",jiu jitsu techniques - choke back arm immobilization
261,"['jiu', 'jitsu', 'techniques', '-', 'escape', 'x', 'guard']",jiu jitsu techniques - escape x guard
262,"['jiu', 'jitsu', 'techniques', '-', 'armbar', '/', 'triangle', 'spider', 'guard']",jiu jitsu techniques - armbar / triangle spider guard
263,"['jiu', 'jitsu', 'techniques', '-', 'armbar', 'defense', 'caio', 'terra']",jiu jitsu techniques - armbar defense caio terra
264,"['jiu', 'jitsu', 'techniques', '-', 'de', 'la', 'riva', 'pass', 'defense']",jiu jitsu techniques - de la riva pass defense
265,"['jiu', 'jitsu', 'techniques', '-', 'lapel', '/', 'collar', 'choke', 'inside', 'guard']",jiu jitsu techniques - lapel / collar choke inside guard
266,"['jiu', 'jitsu', 'techniques', '-', 'armbar', 'guard', '/', 'pendulum', 'sweep']",jiu jitsu techniques - armbar guard / pendulum sweep
267,"['jiu', 'jitsu', 'techniques', '-', 'escape', 'back', 'mount', '/', 'lapel', 'choke', 'defense']",jiu jitsu techniques - escape back mount / lapel choke defense
268,"['jiu', 'jitsu', 'techniques', '-', '4', 'guard', 'pass', 'options', '/', 'lapel', 'choke']",jiu jitsu techniques - 4 guard pass options / lapel choke
269,"['jiu', 'jitsu', 'techniques', '-', 'armbar', '/', 'omoplata', 'transition', 'clark', 'gracie']",jiu jitsu techniques - armbar / omoplata transition clark gracie
270,"['jiu', 'jitsu', 'techniques', '-', 'single', 'leg', 'defense', '/', 'leg', 'lock', 'clark', 'gracie', 'ismael', 'mota']",jiu jitsu techniques - single leg defense / leg lock clark gracie ismael mota
271,"['jiu', 'jitsu', 'techniques', '-', 'open', 'guard', 'pass', '/', 'take', 'back']",jiu jitsu techniques - open guard pass / take back
272,"['jiu', 'jitsu', 'techniques', '-', 'take', 'back', 'opponents', 'half', 'guard']",jiu jitsu techniques - take back opponents half guard
273,"['ricardinho', 'cavalcanti', 'san', 'clemente', 'open', '2011', 'match', '1']",ricardinho cavalcanti san clemente open 2011 match 1
274,"['jiu', 'jitsu', 'techniques', '-', '3', 'options', 'arm', 'triangle', '/', 'darce', 'choke']",jiu jitsu techniques - 3 options arm triangle / darce choke
275,"['jiu', 'jitsu', 'techniques', '-', 'take', 'back', '/', 'body', 'lock']",jiu jitsu techniques - take back / body lock
276,"['jiu', 'jitsu', 'techniques', '-', 'elevator', 'sweep', 'lapel', 'choke']",jiu jitsu techniques - elevator sweep lapel choke
277,"['jiu', 'jitsu', 'techniques', '-', 'armbar', 'spider', 'guard']",jiu jitsu techniques - armbar spider guard
278,"['jiu', 'jitsu', 'techniques', '-', 'armbar']",jiu jitsu techniques - armbar
279,"['jiu', 'jitsu', 'techniques', '-', 'half', 'guard', 'pass', 'defense']",jiu jitsu techniques - half guard pass defense
280,"['brazilian', 'jiu-jitsu', 'technique', '-', 'scissor', 'sweep', '+', 'triangle', '/', 'armbar', 'options']",brazilian jiu-jitsu technique - scissor sweep + triangle / armbar options
281,['condition'],condition
282,"['brazilian', 'jiu-jitsu', 'technique', '-', 'spider', 'guard', 'sweep', 'leg', 'lock']",brazilian jiu-jitsu technique - spider guard sweep leg lock
283,"['ricardo', 'cavalcanti', '-', '2010', 'world', 'jiu-jitsu', 'no-gi', 'championship']",ricardo cavalcanti - 2010 world jiu-jitsu no-gi championship
284,"['brazilian', 'jiu-jitsu', 'technique', '-', 'knee', 'bar', 'half', 'guard']",brazilian jiu-jitsu technique - knee bar half guard
285,"['brazilian', 'jiu-jitsu', 'technique', '-', 'pass', 'spider', 'guard', '/', 'take', 'back']",brazilian jiu-jitsu technique - pass spider guard / take back
286,"['brazilian', 'jiu-jitsu', 'technique', '-', 'take', 'back']",brazilian jiu-jitsu technique - take back
287,"['brazilian', 'jiu-jitsu', 'technique', '-', 'pass', 'guard', '&', 'take', 'back']",brazilian jiu-jitsu technique - pass guard & take back
288,"['jiu', 'jitsu', 'techniques', '-', 'take']",jiu jitsu techniques - take
289,"['jiu', 'jitsu', 'techniques', '-', '3', 'techniques', 'open', 'guard', '/', 'foot', 'hip']",jiu jitsu techniques - 3 techniques open guard / foot hip
290,"['jiu', 'jitsu', '-', 'armbar', 'inside', 'guard']",jiu jitsu - armbar inside guard
291,"['jiu', 'jitsu', '-', 'gi', 'sweep', 'de', 'la', 'riva']",jiu jitsu - gi sweep de la riva
292,"['jiu', 'jitsu', '-', 'rubber', 'guard', '/', 'omoplata', 'defence']",jiu jitsu - rubber guard / omoplata defence
293,"['take', 'back', 'butterfly', 'guard', '-', 'bjj']",take back butterfly guard - bjj
294,"['jiu', 'jitsu', '-', 'lapel', 'choke', 'side', 'control']",jiu jitsu - lapel choke side control
295,"['jiu', 'jitsu', '-', '3', 'trap', 'close', 'guard']",jiu jitsu - 3 trap close guard
296,"['jiu', 'jitsu', '-', 'knee', 'belly', 'defense', '/', 'knee', 'bar']",jiu jitsu - knee belly defense / knee bar
297,"['jiu', 'jitsu', '-', 'foot', 'lock', 'guard']",jiu jitsu - foot lock guard
298,"['spider', 'guard', 'defense', '/', 'knee', 'bar', '-', 'jiu', 'jitsu']",spider guard defense / knee bar - jiu jitsu
299,"['jiu', 'jitsu', 'techniques', '-', 'de', 'la', 'riva', 'guard', 'sweep']",jiu jitsu techniques - de la riva guard sweep
300,"['ochi', 'gari', 'variations', '-', 'jiu', 'jitsu']",ochi gari variations - jiu jitsu
301,"['jiu', 'jitsu', '-', 'guard', 'pass']",jiu jitsu - guard pass
302,"['jiu', 'jitsu', '-', 'triangle', 'butterfly', 'guard']",jiu jitsu - triangle butterfly guard
303,"['wrist', 'lock', 'mount', '-', 'jiu', 'jitsu']",wrist lock mount - jiu jitsu
304,"['jiu', 'jitsu', 'techniques', '-', 'armbar', 'butterfly', 'guard']",jiu jitsu techniques - armbar butterfly guard
305,"['tie', 'jiu', 'jitsu', 'belt']",tie jiu jitsu belt
306,"['sucker', 'punch', 'defense']",sucker punch defense
307,"['reverse', 'de', 'la', 'riva', '-', 'jiu', 'jitsu']",reverse de la riva - jiu jitsu
308,"['jiu', 'jitsu', 'techniques', '-', 'cavalcanti', 'kimura', 'option']",jiu jitsu techniques - cavalcanti kimura option
309,"['firearm', 'defense']",firearm defense
310,"['bjj', '-', 'turtle', 'guard', 'attack']",bjj - turtle guard attack
311,"['jiu', 'jitsu', 'techniques', '-', 'half', 'guard', 'pass', 'mario', 'sperry']",jiu jitsu techniques - half guard pass mario sperry
312,"['ezekiel', 'choke', 'half', 'guard', '-', 'jiu', 'jitsu']",ezekiel choke half guard - jiu jitsu
313,"['clock', 'choke', '-', 'jiu', 'jitsu']",clock choke - jiu jitsu
314,"['reverse', 'triangle', 'armbar', 'option', '-', 'jiu', 'jitsu']",reverse triangle armbar option - jiu jitsu
315,"['jiu', 'jitsu', 'techniques', '-', 'low', 'guard', 'pass']",jiu jitsu techniques - low guard pass
316,"['position', 'week', 'ricardo', 'cavalcanti', '12/10/10']",position week ricardo cavalcanti 12/10/10
317,"['jiu', 'jitsu', 'vitamin', 'commercial']",jiu jitsu vitamin commercial
318,"['position', 'week', 'ricardo', 'cavalcanti', '12/10/10']",position week ricardo cavalcanti 12/10/10
319,"['position', 'week', '-', 'guard', 'pass', 'defense', '+', 'spider', 'guard', 'sweep']",position week - guard pass defense + spider guard sweep
320,"['position', 'week', 'ricardo', 'cavalcanti', '11/29/10']",position week ricardo cavalcanti 11/29/10
321,"['position', 'week', 'ricardo', 'cavalcanti', '11/19/10']",position week ricardo cavalcanti 11/19/10
322,"['position', 'week', 'ricardo', 'cavalcanti', '11/12/10']",position week ricardo cavalcanti 11/12/10
323,"['master', 'ricardo', 'win', 'world', 'gi', 'championship']",master ricardo win world gi championship
324,"['position', 'week', 'ricardo', 'cavalcanti', '11/5/10']",position week ricardo cavalcanti 11/5/10
325,"['position', 'week', 'ricardo', 'cavalcanti', '10/28/10']",position week ricardo cavalcanti 10/28/10
326,"['position', 'week', 'ricardo', 'cavalcanti', '10/21/10']",position week ricardo cavalcanti 10/21/10
327,"['position', 'week', 'ricardo', 'cavalcanti', '10/15/10']",position week ricardo cavalcanti 10/15/10
328,"['position', 'week', 'ricardo', 'cavalcanti', '10/8/10']",position week ricardo cavalcanti 10/8/10
329,"['position', 'week', 'ricardo', 'cavalcanti', '10/1/10']",position week ricardo cavalcanti 10/1/10
330,"['position', 'week', 'ricardo', 'cavalcanti', '9/24/10']",position week ricardo cavalcanti 9/24/10
331,"['position', 'week', 'ricardo', 'cavalcanti', '9/17/10']",position week ricardo cavalcanti 9/17/10
332,"['position', 'week', 'ricardo', 'cavalcanti', '9/10/10']",position week ricardo cavalcanti 9/10/10
333,"['position', 'week', 'ricardo', 'cavalcanti', '9/3/10']",position week ricardo cavalcanti 9/3/10
334,"['position', 'week', 'ricardo', 'cavalcanti', '8/27/10']",position week ricardo cavalcanti 8/27/10
335,"['position', 'week', 'ricardo', 'cavalcanti', '8/20/10']",position week ricardo cavalcanti 8/20/10
336,"['position', 'week', 'ricardo', 'cavalcanti', '8/13/10']",position week ricardo cavalcanti 8/13/10
337,"['position', 'week', 'ricardo', 'cavalcanti', '8/6/10']",position week ricardo cavalcanti 8/6/10
338,"['position', 'week', 'ricardo', 'cavalcanti', '7/28/10']",position week ricardo cavalcanti 7/28/10
339,"['ricardo', 'cavalcanti-', 'tool', 'trade']",ricardo cavalcanti- tool trade
340,"['ultimate', 'podcast', 'gary', 'alexander', 'ricardo', 'cavalcanti', 'www', 'keepvid', 'com']",ultimate podcast gary alexander ricardo cavalcanti www keepvid com
341,"['thetriangle', 'choke', 'open', 'guard', ',', 'jon', 'thomas']","thetriangle choke open guard , jon thomas"
342,"['3', 'high', 'percentage', 'techniques', 'defend', 'knee', 'cut', 'guard', 'pass', ',', 'jon', 'thomas']","3 high percentage techniques defend knee cut guard pass , jon thomas"
343,"['robert', 'drysdale', ',', 'ibjjf', 'adcc', 'world', 'champ', ',', 'train', ',', 'compete', '&', 'early', 'history', 'bjj']","robert drysdale , ibjjf adcc world champ , train , compete & early history bjj"
344,"['bear', ',', 'black', 'fly', 'suffer', 'canadian', 'north', '-', 'adam', 'shoalts', 'interview', 'stephan', 'kesting']","bear , black fly suffer canadian north - adam shoalts interview stephan kesting"
345,"['bjj', 'train', 'pod', ',', 'make', 'safer', ',', 'reason', 'hope', 'covid-19']","bjj train pod , make safer , reason hope covid-19"
346,"['3', 'ways', 'win', 'initial', 'gripfight', 'bjj', ',', 'jon', 'thomas']","3 ways win initial gripfight bjj , jon thomas"
347,"['bjj', 'black', 'belt', 'dominyka', 'obelenyte', 'win', '4', 'golds', 'worlds', 'pan', 'ams']",bjj black belt dominyka obelenyte win 4 golds worlds pan ams
348,"['easiest', 'sweep', 'de', 'la', 'riva', 'guard', ',', 'jon', 'thomas']","easiest sweep de la riva guard , jon thomas"
349,"['mask', 'wear', 'pandemics', 'usa', '-', 'historian', ""'s"", 'perspective']",mask wear pandemics usa - historian 's perspective
350,"['get', 'initial', 'grip', 'bjj', 'gi', 'grapple', ',', 'thomas', 'lisboa']","get initial grip bjj gi grapple , thomas lisboa"
351,"['train', 'often', 'test', 'rarely', '-', ""n't"", 'go', 'hard', 'every', 'single', 'day']",train often test rarely - n't go hard every single day
352,"['collar', 'drag', ',', 'one', 'fastest', 'reversals', 'guard', ',', 'jon', 'thomas']","collar drag , one fastest reversals guard , jon thomas"
353,"['finish', 'omoplata', 'opponent', 'roll', ',', 'brandon', ""'wolverine"", ""'"", 'mullins']","finish omoplata opponent roll , brandon 'wolverine ' mullins"
354,"['take', 'back', 'side', 'control', 'use', 'kimura', ',', 'brandon', 'mullins', '!']","take back side control use kimura , brandon mullins !"
355,"['oleg', 'taktarov', 'use', 'sambo', 'mma', ',', 'beat', 'dolph', 'lungren', ',', '(', 'interview', ')']","oleg taktarov use sambo mma , beat dolph lungren , ( interview )"
356,"['3', 'ways', 'increase', 'top', 'pressure', 'bjj', ',', 'even', ""'re"", 'small']","3 ways increase top pressure bjj , even 're small"
357,"['guidelines', 'open', 'jiu-jitsu', 'academies', 'covid-19', ',', 'dr', 'chris', 'moriarty']","guidelines open jiu-jitsu academies covid-19 , dr chris moriarty"
358,"['use', 'pressure', 'pass', 'gi', ',', 'fabio', 'gurgel', ',', '4', 'x', 'world', 'champion']","use pressure pass gi , fabio gurgel , 4 x world champion"
359,"['deal', 'bad', 'days', 'mat', ',', 'yuri', 'simoes', ',', '2', 'x', 'world', 'champion']","deal bad days mat , yuri simoes , 2 x world champion"
360,"['5', 'ways', 'develop', 'killer', 'squeeze', 'jiu-jitsu']",5 ways develop killer squeeze jiu-jitsu
361,"['2', 'time', 'adcc', 'world', 'champion', 'yuri', 'simoes', 'make', 'switch', 'mma']",2 time adcc world champion yuri simoes make switch mma
362,"['drill', 'berimbolo', 'entry', 'alone', 'heavy', 'bag']",drill berimbolo entry alone heavy bag
363,"['bjj', 'hip', 'shovel', 'movement', 'explain', '(', 'plus', 'solo', 'heavy', 'bag', 'drill', ')']",bjj hip shovel movement explain ( plus solo heavy bag drill )
364,"['clock', 'choke', '5', 'easy', 'step']",clock choke 5 easy step
365,"['5', 'bjj', 'train', 'strategies', 'coronavirus', 'lockdown']",5 bjj train strategies coronavirus lockdown
366,"['jiu-jitsu', 'save', 'life', ',', 'jamie', 'kilstein']","jiu-jitsu save life , jamie kilstein"
367,"['stop', 'opponent', 'pass', 'guard', 'even', ""'s"", 'already', 'past', 'legs']",stop opponent pass guard even 's already past legs
368,"['solo', 'bjj', 'movement', 'flow', 'drill']",solo bjj movement flow drill
369,"['solo', 'bjj', 'wall', 'drill', 'train', 'inversion']",solo bjj wall drill train inversion
370,"['tornado', 'roll', ',', 'important', 'inversion', 'bjj']","tornado roll , important inversion bjj"
371,"['invert', 'wall', 'shoulder', 'roll', 'drill']",invert wall shoulder roll drill
372,"['compass', 'roll', 'solo', 'drill', 'develop', 'invert', 'jiu-jitsu']",compass roll solo drill develop invert jiu-jitsu
373,"['pancake', 'roll', 'solo', 'drill', 'better', 'bjj', 'inversions']",pancake roll solo drill better bjj inversions
374,"['backwards', 'shoulder', 'roll', 'safely', 'bjj', 'grapple']",backwards shoulder roll safely bjj grapple
375,"['go', 'upside', 'safely', 'bjj', 'without', 'hurt', 'neck', 'back']",go upside safely bjj without hurt neck back
